userId;artistId;rating
user_000001;eab8228c-a9c8-4ddb-a93d-ffca74a379bf;4.035246511063674
user_000001;f6ed9964-eb6b-4bed-81f9-277a2c50a833;3.8733824065703324
user_000001;87c5dedd-371d-4a53-9f7f-80522fb7f3cb;4.6726149973792435
user_000001;1292906d-cd67-4158-a3d6-19c7c9df3e8f;4.10235741198017
user_000001;b370defd-86cc-42f3-85b4-7c2a8305c04a;2.325753013275848
user_000001;61fee886-6c4a-415b-8180-da43cbb169ff;2.4468329347045614
user_000001;9c3bb864-f8a6-43be-814f-c156af98a846;2.254685532944122
user_000001;f3a2e03b-2372-4842-9e2d-1325e72d9504;2.174115868848383
user_000001;5b5bd864-33a2-49b0-a70a-84d3a0eef56a;2.081105017619298
user_000001;343ce4fa-54b3-47b8-bd27-b379cf50f7ff;2.389325040711934
user_000001;0daf1c34-212a-442f-905d-c44f2adcc020;2.9658579042758584
user_000001;2b87e134-b4a3-48d8-afac-9501d4c6e931;2.891882581213716
user_000001;7c89d2d2-7016-4c5b-bf38-f4b8cf2a370a;1.8364570219627478
user_000001;834203f5-f122-4143-9b8c-b8d6df855dd4;1.662876506637924
user_000001;dbb0dfcb-0fc9-4720-8fcc-80bf9993d989;1.418228510981374
user_000001;c3734201-db7e-44a7-a6db-7dfb08aa9c89;1.0
user_000001;30b39f11-2f7b-482c-b3b2-21fd5d30b556;1.662876506637924
user_000001;b7eb7b38-7f51-45e9-b583-64303b24eabe;1.0
user_000001;e5462b45-8837-495b-aad2-6dfc8600b1ef;1.0
user_000001;734b8ad4-fe8f-4ebe-9f9b-6ab61f5e8d9f;1.418228510981374
user_000001;5dfa70d0-d170-4b5d-a901-e6c2edc96dd1;2.325753013275848
user_000001;da619f2a-2be3-48eb-bd14-3c674b2462b4;1.0
user_000001;b4a666f0-f0e4-4252-a549-1b3957e9782b;2.081105017619298
user_000001;3abc3eb1-7318-41d2-a52b-cbe14a14d8a0;2.325753013275848
user_000001;20e5ca41-9bc6-44df-a55f-63ff2b5edaa8;2.174115868848383
user_000001;55aa68a7-3aed-4bba-8262-182ada13c006;1.662876506637924
user_000001;80fb9c75-af15-4a6b-9528-715f9ef4ebea;1.662876506637924
