userId,artistId,rating
user_000001,a7f7df4a-77d8-4f12-8acd-5c60c93f4de8,4.712412465262812
user_000001,383bdefa-29cd-4224-ba9e-112d5ace3a17,2.254685532944122
user_000001,ae8e50f7-acd1-424b-8295-2c036b30d809,1.97109652973056
user_000001,9490ae25-a08b-41ce-88bb-605f48b8ff63,3.052201547349858
user_000001,b5c08eb3-b7bb-4d44-9306-7eb995279ada,1.418228510981374
user_000002,5d02f264-e225-41ff-83f7-d9b1f0b1874a,3.5424460588582214
user_000002,2119beb8-6ac5-4f21-82a4-b831c90c0024,4.401376634081718
user_000002,9bf79f68-c064-44a1-8c2c-5764f1d7c016,2.6276205914169983
user_000002,2316a4da-365a-4e46-85bf-febc6537cce9,2.952421639192451
user_000002,2b6514cd-d424-45fe-ab85-bd8719f4492d,1.7196190114021221
user_000002,f035837e-4117-438d-a524-cacf43500e68,1.0
user_000002,9b64cf5d-1f4a-45b5-a84a-5109a88f178f,1.359809505701061
user_000002,42a19448-ff60-4fd2-9d10-959bf2000729,2.691262891561981
user_000002,d4a55b80-edaa-45d1-8076-85312c05a596,2.1405691478783937
user_000002,6523f86d-11d3-489e-81f6-6cbe08c367de,2.2447363807085075
user_000002,7451c6e2-02f0-4158-904c-7f477683ce5e,1.5702845739391968
user_000002,08d9ce40-ebd2-4d81-894c-84655e3f851a,1.0
user_000003,5d02f264-e225-41ff-83f7-d9b1f0b1874a,1.950973725309117
user_000003,2b6514cd-d424-45fe-ab85-bd8719f4492d,1.409562090834363
user_000003,75393924-28bf-4f25-81bf-d674762a69d6,1.0
user_000003,541f16f5-ad7a-428e-af89-9fa1b16d3c9c,1.6491405556894172
user_000003,8c32bb01-58a3-453b-8050-8c0620edb0e5,1.409562090834363
user_000003,9c76170f-0d77-4aa3-b3c9-52f1ce07b9ec,1.8191241816687258
user_000003,409df578-7472-4a6c-a236-ed7f97e2ee5f,1.409562090834363
user_000003,ab74e46a-714d-4c2c-90e7-b0638c863917,1.0
user_000004,5d02f264-e225-41ff-83f7-d9b1f0b1874a,4.248110999460753
user_000004,2119beb8-6ac5-4f21-82a4-b831c90c0024,2.9993978601251396
user_000004,6523f86d-11d3-489e-81f6-6cbe08c367de,1.0
user_000004,7451c6e2-02f0-4158-904c-7f477683ce5e,1.7005476354926992
user_000004,967002b0-58ef-4b22-a58c-fbc631ff695c,1.4419963470264758
user_000004,41a94033-8b12-4c60-a22c-38c78801e363,2.2408406203562583
user_000004,fb6f10d0-8ee4-4f8f-8e0e-5e797fe9d699,1.8839926940529517
user_000004,5a63c831-5bdb-444d-a9db-974501e3317d,1.0
user_000004,5f264b87-d5f6-487d-aa3e-ae4c5f0c6fc9,1.0
user_000004,c3171463-d55c-4140-ad06-dbdac29c508c,2.3259890410794277
user_000004,534a836e-a17a-4f56-8c7a-7ffdf2ab5ad3,1.0
user_000004,20da153b-cb7c-487d-a4fe-0bd5c9b4b003,2.142543982519175
